t,hip_theta_deg,hip_omega_dps,hip_alpha_dps2,hip_torque_nm,knee_theta_deg,knee_omega_dps,knee_alpha_dps2,knee_torque_nm
29.8319,2.8891,12.5352,0.3704,0.2475,-16.2686,-7.3122,-0.2161,-0.0920
29.8517,3.1380,12.5421,0.3267,0.2471,-16.4138,-7.3162,-0.1906,-0.0919
29.8717,3.3891,12.5482,0.2826,0.2478,-16.5603,-7.3198,-0.1649,-0.0921
29.8917,3.6396,12.5534,0.2387,0.2517,-16.7065,-7.3228,-0.1392,-0.0936
29.9118,3.8917,12.5578,0.1945,0.2521,-16.8535,-7.3254,-0.1134,-0.0938
29.9318,4.1427,12.5612,0.1504,0.2518,-16.9999,-7.3274,-0.0877,-0.0937
29.9518,4.3938,12.5638,0.1064,0.2519,-17.1464,-7.3289,-0.0620,-0.0937
29.9719,4.6473,12.5655,0.0619,0.2528,-17.2943,-7.3299,-0.0361,-0.0941
29.9919,4.8980,12.5663,0.0179,0.2518,-17.4405,-7.3303,-0.0104,-0.0937
30.0118,5.1478,12.5662,-0.0259,0.2516,-17.5862,-7.3303,0.0151,-0.0936
30.0317,5.3989,12.5653,-0.0700,0.2521,-17.7327,-7.3297,0.0408,-0.0937
30.0518,5.6508,12.5634,-0.1142,0.2527,-17.8796,-7.3287,0.0666,-0.0939
30.0717,5.9010,12.5607,-0.1581,0.2524,-18.0256,-7.3271,0.0922,-0.0937
30.0918,6.1529,12.5571,-0.2023,0.2526,-18.1725,-7.3250,0.1180,-0.0937
30.1118,6.4041,12.5526,-0.2464,0.2527,-18.3191,-7.3223,0.1437,-0.0937
30.1319,6.6566,12.5472,-0.2907,0.2529,-18.4663,-7.3192,0.1696,-0.0937
30.1517,6.9052,12.5410,-0.3343,0.2522,-18.6114,-7.3156,0.1950,-0.0934
30.1718,7.1564,12.5339,-0.3784,0.2529,-18.7579,-7.3114,0.2207,-0.0936
30.1919,7.4092,12.5258,-0.4227,0.2492,-18.9054,-7.3067,0.2466,-0.0922
30.2117,7.6568,12.5170,-0.4662,0.2516,-19.0498,-7.3016,0.2719,-0.0931
30.2317,7.9076,12.5072,-0.5102,0.2528,-19.1961,-7.2959,0.2976,-0.0935
30.2517,8.1576,12.4966,-0.5540,0.2485,-19.3419,-7.2897,0.3232,-0.0917
30.2718,8.4080,12.4850,-0.5980,0.2485,-19.4880,-7.2829,0.3488,-0.0917
30.2918,8.6583,12.4726,-0.6419,0.2484,-19.6340,-7.2757,0.3744,-0.0916
30.3117,8.9061,12.4594,-0.6854,0.2477,-19.7785,-7.2680,0.3998,-0.0913
30.3317,9.1549,12.4453,-0.7290,0.2479,-19.9237,-7.2597,0.4253,-0.0913
30.3517,9.4036,12.4303,-0.7726,0.2478,-20.0688,-7.2510,0.4507,-0.0912
30.3718,9.6533,12.4143,-0.8165,0.2480,-20.2144,-7.2417,0.4763,-0.0913
30.3917,9.9003,12.3976,-0.8598,0.2471,-20.3585,-7.2319,0.5016,-0.0909
30.4117,10.1476,12.3800,-0.9032,0.2471,-20.5028,-7.2217,0.5269,-0.0908
30.4317,10.3953,12.3615,-0.9467,0.2471,-20.6473,-7.2109,0.5522,-0.0908
30.4517,10.6424,12.3421,-0.9900,0.2467,-20.7914,-7.1996,0.5775,-0.0906
30.4717,10.8890,12.3219,-1.0333,0.2464,-20.9352,-7.1878,0.6027,-0.0905
30.4917,11.1359,12.3007,-1.0766,0.2501,-21.0792,-7.1754,0.6280,-0.0918
30.5117,11.3814,12.2788,-1.1197,0.2496,-21.2225,-7.1626,0.6531,-0.0916
30.5317,11.6269,12.2560,-1.1627,0.2493,-21.3657,-7.1493,0.6783,-0.0915
30.5517,11.8713,12.2323,-1.2056,0.2451,-21.5083,-7.1355,0.7033,-0.0898
30.5719,12.1184,12.2075,-1.2490,0.2455,-21.6524,-7.1210,0.7286,-0.0899
30.5919,12.3618,12.1821,-1.2917,0.2480,-21.7944,-7.1062,0.7535,-0.0908
30.6117,12.6033,12.1561,-1.3341,0.2436,-21.9352,-7.0910,0.7782,-0.0891
30.6317,12.8460,12.1290,-1.3767,0.2436,-22.0768,-7.0752,0.8030,-0.0890
30.6517,13.0883,12.1010,-1.4192,0.2432,-22.2182,-7.0589,0.8279,-0.0888
30.6717,13.3303,12.0722,-1.4616,0.2429,-22.3594,-7.0421,0.8526,-0.0887
30.6917,13.5715,12.0425,-1.5040,0.2423,-22.5001,-7.0248,0.8773,-0.0884
30.7119,13.8141,12.0118,-1.5465,0.2424,-22.6416,-7.0069,0.9021,-0.0884
30.7316,14.0509,11.9808,-1.5881,0.2405,-22.7797,-6.9888,0.9264,-0.0876
30.7520,14.2943,11.9481,-1.6308,0.2419,-22.9217,-6.9697,0.9513,-0.0881
30.7719,14.5317,11.9152,-1.6724,0.2484,-23.0601,-6.9506,0.9756,-0.0906
30.7917,14.7680,11.8816,-1.7139,0.2479,-23.1980,-6.9309,0.9998,-0.0904
30.8117,15.0052,11.8469,-1.7555,0.2429,-23.3363,-6.9107,1.0240,-0.0884
30.8318,15.2419,11.8114,-1.7970,0.2423,-23.4745,-6.8900,1.0483,-0.0882
30.8517,15.4774,11.7751,-1.8384,0.2416,-23.6118,-6.8688,1.0724,-0.0878
30.8717,15.7125,11.7379,-1.8796,0.2411,-23.7490,-6.8471,1.0964,-0.0876
30.8917,15.9468,11.6999,-1.9207,0.2404,-23.8856,-6.8250,1.1204,-0.0873
30.9117,16.1808,11.6610,-1.9618,0.2363,-24.0221,-6.8023,1.1444,-0.0857
30.9317,16.4133,11.6214,-2.0026,0.2389,-24.1577,-6.7792,1.1682,-0.0867
30.9517,16.6454,11.5810,-2.0433,0.2388,-24.2932,-6.7556,1.1919,-0.0866
30.9717,16.8769,11.5396,-2.0839,0.2382,-24.4282,-6.7315,1.2156,-0.0863
30.9917,17.1071,11.4976,-2.1243,0.2374,-24.5625,-6.7069,1.2392,-0.0860
31.0118,17.3373,11.4546,-2.1647,0.2412,-24.6968,-6.6818,1.2627,-0.0874
31.0318,17.5656,11.4109,-2.2048,0.2355,-24.8299,-6.6564,1.2861,-0.0852
31.0518,17.7936,11.3664,-2.2448,0.2352,-24.9629,-6.6304,1.3094,-0.0850
31.0717,18.0198,11.3212,-2.2844,0.2337,-25.0949,-6.6041,1.3326,-0.0844
31.0917,18.2460,11.2751,-2.3241,0.2336,-25.2268,-6.5772,1.3557,-0.0843
31.1117,18.4708,11.2283,-2.3636,0.2326,-25.3579,-6.5498,1.3788,-0.0839
31.1317,18.6950,11.1806,-2.4029,0.2315,-25.4887,-6.5220,1.4017,-0.0835
31.1517,18.9180,11.1322,-2.4420,0.2305,-25.6188,-6.4938,1.4245,-0.0831
31.1718,19.1407,11.0828,-2.4811,0.2264,-25.7487,-6.4650,1.4473,-0.0815
31.1917,19.3616,11.0329,-2.5199,0.2287,-25.8776,-6.4358,1.4699,-0.0823
31.2117,19.5817,10.9821,-2.5585,0.2283,-26.0060,-6.4062,1.4925,-0.0821
31.2317,19.8008,10.9305,-2.5969,0.2270,-26.1338,-6.3762,1.5149,-0.0816
31.2517,20.0190,10.8782,-2.6352,0.2227,-26.2611,-6.3456,1.5372,-0.0799
31.2717,20.2361,10.8251,-2.6733,0.2254,-26.3877,-6.3146,1.5594,-0.0809
31.2918,20.4528,10.7711,-2.7113,0.2248,-26.5141,-6.2831,1.5816,-0.0807
31.3117,20.6667,10.7167,-2.7489,0.2233,-26.6389,-6.2514,1.6035,-0.0801
31.3317,20.8806,10.6613,-2.7864,0.2226,-26.7637,-6.2191,1.6254,-0.0798
31.3517,21.0931,10.6053,-2.8237,0.2215,-26.8877,-6.1864,1.6472,-0.0793
31.3718,21.3056,10.5482,-2.8610,0.2208,-27.0116,-6.1531,1.6689,-0.0790
31.3917,21.5152,10.4908,-2.8977,0.2193,-27.1339,-6.1196,1.6904,-0.0784
31.4117,21.7241,10.4326,-2.9344,0.2147,-27.2557,-6.0857,1.7117,-0.0766
31.4317,21.9324,10.3734,-2.9710,0.2137,-27.3772,-6.0512,1.7331,-0.0762
31.4517,22.1391,10.3137,-3.0072,0.2161,-27.4978,-6.0163,1.7542,-0.0771
31.4717,22.3449,10.2532,-3.0433,0.2116,-27.6179,-5.9810,1.7753,-0.0753
31.4918,22.5498,10.1918,-3.0793,0.2140,-27.7374,-5.9452,1.7962,-0.0763
31.5120,22.7554,10.1291,-3.1153,0.2135,-27.8573,-5.9087,1.8173,-0.0761
31.5317,22.9545,10.0674,-3.1503,0.2106,-27.9735,-5.8726,1.8377,-0.0749
31.5517,23.1546,10.0042,-3.1854,0.2068,-28.0902,-5.8358,1.8581,-0.0734
31.5719,23.3560,9.9395,-3.2207,0.2063,-28.2076,-5.7981,1.8788,-0.0732
31.5917,23.5530,9.8751,-3.2553,0.2074,-28.3226,-5.7605,1.8989,-0.0736
31.6117,23.7498,9.8097,-3.2898,0.2069,-28.4374,-5.7223,1.9191,-0.0734
31.6317,23.9447,9.7438,-3.3240,0.2021,-28.5511,-5.6839,1.9390,-0.0715
31.6517,24.1393,9.6768,-3.3582,0.2011,-28.6646,-5.6448,1.9589,-0.0711
31.6717,24.3324,9.6092,-3.3920,0.1998,-28.7772,-5.6054,1.9787,-0.0706
31.6917,24.5237,9.5411,-3.4256,0.1985,-28.8888,-5.5657,1.9983,-0.0701
31.7117,24.7140,9.4722,-3.4590,0.2007,-28.9998,-5.5255,2.0178,-0.0709
31.7317,24.9024,9.4028,-3.4921,0.1993,-29.1097,-5.4850,2.0370,-0.0704
31.7517,25.0901,9.3325,-3.5250,0.1948,-29.2192,-5.4440,2.0562,-0.0686
31.7717,25.2757,9.2618,-3.5576,0.1933,-29.3275,-5.4027,2.0752,-0.0680
31.7917,25.4606,9.1902,-3.5900,0.1922,-29.4354,-5.3609,2.0942,-0.0676
31.8117,25.6437,9.1181,-3.6221,0.1907,-29.5421,-5.3189,2.1129,-0.0670
31.8318,25.8255,9.0452,-3.6540,0.1927,-29.6482,-5.2764,2.1315,-0.0677
31.8517,26.0055,8.9719,-3.6856,0.1913,-29.7532,-5.2336,2.1499,-0.0672
31.8724,26.1904,8.8953,-3.7181,0.1910,-29.8610,-5.1889,2.1689,-0.0671
31.8922,26.3658,8.8214,-3.7488,0.1916,-29.9634,-5.1458,2.1868,-0.0673
31.9118,26.5375,8.7478,-3.7790,0.1856,-30.0635,-5.1029,2.2044,-0.0650
31.9317,26.7113,8.6721,-3.8095,0.1855,-30.1650,-5.0587,2.2222,-0.0649
31.9520,26.8865,8.5945,-3.8402,0.1817,-30.2671,-5.0135,2.2401,-0.0634
31.9718,27.0561,8.5181,-3.8699,0.1858,-30.3660,-4.9689,2.2575,-0.0650
31.9919,27.2258,8.4403,-3.8997,0.1848,-30.4651,-4.9235,2.2748,-0.0646
32.0118,27.3930,8.3624,-3.9291,0.1831,-30.5626,-4.8781,2.2920,-0.0639
32.0320,27.5612,8.2827,-3.9586,0.1783,-30.6607,-4.8316,2.3092,-0.0621
32.0518,27.7248,8.2039,-3.9873,0.1759,-30.7561,-4.7856,2.3259,-0.0612
32.0721,27.8905,8.1227,-4.0164,0.1753,-30.8528,-4.7382,2.3429,-0.0609
32.0922,28.0527,8.0417,-4.0448,0.1733,-30.9474,-4.6910,2.3595,-0.0602
32.1119,28.2103,7.9618,-4.0725,0.1710,-31.0393,-4.6444,2.3756,-0.0592
32.1318,28.3677,7.8806,-4.1001,0.1698,-31.1312,-4.5970,2.3917,-0.0588
32.1518,28.5250,7.7981,-4.1277,0.1691,-31.2229,-4.5489,2.4078,-0.0585
32.1719,28.6810,7.7148,-4.1551,0.1672,-31.3139,-4.5003,2.4238,-0.0578
32.1920,28.8349,7.6311,-4.1821,0.1659,-31.4037,-4.4515,2.4395,-0.0573
32.2122,28.9885,7.5462,-4.2090,0.1647,-31.4933,-4.4020,2.4553,-0.0568
32.2317,29.1345,7.4641,-4.2346,0.1610,-31.5785,-4.3541,2.4702,-0.0554
32.2518,29.2835,7.3788,-4.2608,0.1583,-31.6654,-4.3043,2.4855,-0.0543
32.2718,29.4307,7.2931,-4.2866,0.1566,-31.7512,-4.2543,2.5005,-0.0537
32.2921,29.5776,7.2060,-4.3124,0.1581,-31.8369,-4.2035,2.5156,-0.0542
32.3118,29.7185,7.1209,-4.3371,0.1554,-31.9191,-4.1538,2.5300,-0.0532
32.3320,29.8619,7.0328,-4.3623,0.1521,-32.0028,-4.1024,2.5446,-0.0519
32.3523,30.0039,6.9439,-4.3872,0.1531,-32.0856,-4.0506,2.5592,-0.0523
32.3718,30.1381,6.8583,-4.4107,0.1530,-32.1639,-4.0007,2.5729,-0.0523
32.3917,30.2741,6.7700,-4.4346,0.1487,-32.2432,-3.9492,2.5868,-0.0506
32.4118,30.4087,6.6811,-4.4582,0.1470,-32.3217,-3.8973,2.6006,-0.0500
32.4319,30.5423,6.5911,-4.4816,0.1455,-32.3996,-3.8448,2.6143,-0.0494
32.4518,30.6726,6.5016,-4.5045,0.1434,-32.4757,-3.7926,2.6276,-0.0486
32.4719,30.8022,6.4110,-4.5272,0.1419,-32.5513,-3.7397,2.6409,-0.0480
32.4917,30.9288,6.3208,-4.5495,0.1398,-32.6251,-3.6871,2.6538,-0.0472
32.5117,31.0542,6.2296,-4.5715,0.1388,-32.6983,-3.6339,2.6667,-0.0468
32.5319,31.1786,6.1374,-4.5933,0.1372,-32.7709,-3.5802,2.6794,-0.0462
32.5518,31.3000,6.0456,-4.6146,0.1346,-32.8417,-3.5266,2.6918,-0.0452
32.5719,31.4209,5.9525,-4.6358,0.1336,-32.9122,-3.4723,2.7042,-0.0448
32.5917,31.5379,5.8604,-4.6563,0.1308,-32.9804,-3.4186,2.7162,-0.0437
32.6119,31.6550,5.7664,-4.6769,0.1300,-33.0488,-3.3637,2.7282,-0.0434
32.6319,31.7694,5.6727,-4.6970,0.1280,-33.1155,-3.3091,2.7399,-0.0426
32.6517,31.8808,5.5795,-4.7165,0.1258,-33.1805,-3.2547,2.7513,-0.0418
32.6718,31.9919,5.4846,-4.7360,0.1244,-33.2453,-3.1993,2.7627,-0.0413
32.6917,32.1002,5.3900,-4.7550,0.1201,-33.3085,-3.1442,2.7737,-0.0396
32.7120,32.2086,5.2933,-4.7740,0.1187,-33.3717,-3.0878,2.7848,-0.0391
32.7317,32.3121,5.1990,-4.7922,0.1207,-33.4321,-3.0327,2.7954,-0.0399
32.7517,32.4153,5.1028,-4.8103,0.1164,-33.4923,-2.9766,2.8060,-0.0382
32.7718,32.5166,5.0062,-4.8281,0.1150,-33.5514,-2.9203,2.8164,-0.0377
32.7918,32.6160,4.9092,-4.8455,0.1131,-33.6093,-2.8637,2.8265,-0.0370
32.8119,32.7137,4.8116,-4.8626,0.1113,-33.6663,-2.8068,2.8365,-0.0363
32.8317,32.8079,4.7153,-4.8792,0.1090,-33.7213,-2.7506,2.8462,-0.0354
32.8520,32.9026,4.6161,-4.8958,0.1077,-33.7765,-2.6927,2.8559,-0.0349
32.8721,32.9943,4.5176,-4.9119,0.1055,-33.8300,-2.6353,2.8653,-0.0341
32.8917,33.0820,4.4211,-4.9273,0.1030,-33.8812,-2.5790,2.8742,-0.0331
32.9117,33.1695,4.3224,-4.9426,0.1015,-33.9322,-2.5214,2.8832,-0.0326
32.9318,33.2552,4.2231,-4.9576,0.0991,-33.9822,-2.4635,2.8920,-0.0317
32.9517,33.3384,4.1240,-4.9723,0.0976,-34.0308,-2.4057,2.9005,-0.0311
32.9717,33.4197,4.0248,-4.9865,0.0956,-34.0781,-2.3478,2.9088,-0.0303
32.9917,33.4995,3.9245,-5.0005,0.0938,-34.1247,-2.2893,2.9170,-0.0296
33.0117,33.5769,3.8244,-5.0141,0.0917,-34.1699,-2.2309,2.9249,-0.0289
33.0320,33.6533,3.7228,-5.0275,0.0895,-34.2144,-2.1716,2.9327,-0.0280
33.0517,33.7258,3.6234,-5.0402,0.0875,-34.2567,-2.1137,2.9401,-0.0273
33.0719,33.7978,3.5217,-5.0529,0.0859,-34.2987,-2.0543,2.9475,-0.0267
33.0918,33.8668,3.4211,-5.0650,0.0837,-34.3390,-1.9957,2.9546,-0.0258
33.1120,33.9350,3.3186,-5.0769,0.0820,-34.3787,-1.9358,2.9615,-0.0252
33.1319,34.0000,3.2175,-5.0883,0.0797,-34.4167,-1.8769,2.9682,-0.0243
33.1521,34.0639,3.1146,-5.0995,0.0779,-34.4540,-1.8169,2.9747,-0.0236
33.1720,34.1251,3.0127,-5.1103,0.0752,-34.4896,-1.7574,2.9810,-0.0226
33.1921,34.1845,2.9102,-5.1207,0.0737,-34.5243,-1.6976,2.9871,-0.0221
33.2118,34.2409,2.8089,-5.1306,0.0732,-34.5572,-1.6385,2.9929,-0.0218
33.2318,34.2959,2.7065,-5.1403,0.0691,-34.5893,-1.5788,2.9985,-0.0203
33.2520,34.3496,2.6025,-5.1497,0.0672,-34.6206,-1.5181,3.0040,-0.0196
33.2719,34.4005,2.4997,-5.1586,0.0650,-34.6503,-1.4582,3.0092,-0.0188
33.2919,34.4494,2.3966,-5.1672,0.0635,-34.6788,-1.3980,3.0142,-0.0182
33.3118,34.4960,2.2937,-5.1754,0.0614,-34.7060,-1.3380,3.0190,-0.0174
33.3323,34.5420,2.1875,-5.1834,0.0592,-34.7328,-1.2760,3.0237,-0.0166
33.3517,34.5835,2.0868,-5.1907,0.0570,-34.7570,-1.2173,3.0279,-0.0158
33.3717,34.6241,1.9829,-5.1978,0.0553,-34.7808,-1.1567,3.0321,-0.0151
33.3917,34.6628,1.8788,-5.2046,0.0521,-34.8033,-1.0960,3.0360,-0.0139
33.4117,34.6993,1.7746,-5.2110,0.0500,-34.8246,-1.0352,3.0398,-0.0132
33.4317,34.7338,1.6704,-5.2171,0.0490,-34.8447,-0.9744,3.0433,-0.0128
33.4517,34.7662,1.5659,-5.2228,0.0459,-34.8636,-0.9135,3.0466,-0.0116
33.4717,34.7964,1.4616,-5.2281,0.0439,-34.8812,-0.8526,3.0497,-0.0109
33.4917,34.8246,1.3568,-5.2330,0.0428,-34.8977,-0.7915,3.0526,-0.0104
33.5117,34.8507,1.2521,-5.2376,0.0407,-34.9129,-0.7304,3.0553,-0.0097
33.5317,34.8747,1.1474,-5.2418,0.0377,-34.9269,-0.6693,3.0577,-0.0086
33.5517,34.8966,1.0425,-5.2456,0.0357,-34.9397,-0.6081,3.0600,-0.0078
33.5717,34.9164,0.9376,-5.2491,0.0336,-34.9512,-0.5470,3.0620,-0.0070
33.5917,34.9341,0.8325,-5.2522,0.0315,-34.9616,-0.4856,3.0638,-0.0062
33.6117,34.9497,0.7274,-5.2550,0.0295,-34.9707,-0.4243,3.0654,-0.0055
33.6317,34.9632,0.6223,-5.2573,0.0274,-34.9785,-0.3630,3.0668,-0.0047
33.6517,34.9746,0.5171,-5.2593,0.0253,-34.9852,-0.3017,3.0679,-0.0039
33.6717,34.9839,0.4119,-5.2610,0.0239,-34.9906,-0.2403,3.0689,-0.0034
33.6917,34.9911,0.3069,-5.2622,0.0218,-34.9948,-0.1790,3.0696,-0.0026
33.7119,34.9962,0.2008,-5.2631,0.0225,-34.9978,-0.1171,3.0702,-0.0026
33.7319,34.9991,0.0955,-5.2636,0.0182,-34.9995,-0.0557,3.0705,-0.0013
33.7519,35.0000,-0.0098,-5.2638,0.0172,-35.0000,0.0057,3.0705,-0.0009
33.7719,34.9987,-0.1155,-5.2636,0.0144,-34.9993,0.0674,3.0704,0.0003
33.7917,34.9954,-0.2197,-5.2630,0.0108,-34.9973,0.1281,3.0701,0.0015
33.8118,34.9900,-0.3251,-5.2620,0.0087,-34.9941,0.1896,3.0695,0.0023
33.8317,34.9824,-0.4301,-5.2607,0.0066,-34.9897,0.2509,3.0687,0.0030
33.8517,34.9728,-0.5351,-5.2590,0.0046,-34.9841,0.3122,3.0678,0.0038
33.8717,34.9610,-0.6405,-5.2569,0.0025,-34.9773,0.3736,3.0666,0.0046
33.8917,34.9472,-0.7454,-5.2545,0.0004,-34.9692,0.4348,3.0651,0.0053
33.9117,34.9312,-0.8505,-5.2517,-0.0017,-34.9599,0.4961,3.0635,0.0061
33.9317,34.9131,-0.9557,-5.2485,-0.0040,-34.9493,0.5575,3.0616,0.0070
33.9519,34.8928,-1.0613,-5.2450,-0.0108,-34.9375,0.6191,3.0596,0.0096
33.9718,34.8706,-1.1661,-5.2411,14.0914,-34.9245,0.6802,3.0573,-5.4833
33.9919,34.8462,-1.2709,-5.2368,-0.0152,-34.9103,0.7414,3.0548,0.0112
34.0118,34.8198,-1.3753,-5.2322,-0.0172,-34.8949,0.8023,3.0521,0.0122
34.0317,34.7914,-1.4793,-5.2272,-0.0192,-34.8783,0.8629,3.0492,0.0131
34.0517,34.7608,-1.5838,-5.2218,-0.0163,-34.8604,0.9239,3.0461,0.0115
34.0717,34.7280,-1.6883,-5.2161,-0.0183,-34.8413,0.9848,3.0427,0.0123
34.0917,34.6932,-1.7925,-5.2100,-0.0204,-34.8211,1.0456,3.0391,0.0130
34.1117,34.6563,-1.8966,-5.2035,-0.0225,-34.7995,1.1064,3.0354,0.0138
34.1317,34.6174,-2.0006,-5.1967,-0.0245,-34.7768,1.1670,3.0314,0.0146
34.1517,34.5763,-2.1045,-5.1895,-0.0266,-34.7529,1.2276,3.0272,0.0153
34.1717,34.5332,-2.2083,-5.1819,-0.0293,-34.7277,1.2881,3.0228,0.0163
34.1918,34.4878,-2.3121,-5.1739,-0.0310,-34.7012,1.3488,3.0181,0.0170
34.2118,34.4406,-2.4155,-5.1656,-0.0334,-34.6737,1.4090,3.0133,0.0179
34.2317,34.3913,-2.5186,-5.1570,-0.0351,-34.6449,1.4692,3.0082,0.0185
34.2517,34.3399,-2.6217,-5.1480,-0.0372,-34.6149,1.5293,3.0030,0.0193
34.2717,34.2864,-2.7245,-5.1386,-0.0393,-34.5837,1.5893,2.9975,0.0200
34.2917,34.2309,-2.8272,-5.1288,-0.0410,-34.5514,1.6492,2.9918,0.0206
34.3117,34.1735,-2.9294,-5.1188,-0.0434,-34.5178,1.7088,2.9859,0.0215
34.3317,34.1137,-3.0320,-5.1083,-0.0451,-34.4830,1.7687,2.9798,0.0221
34.3519,34.0516,-3.1347,-5.0974,-0.0477,-34.4468,1.8286,2.9735,0.0231
34.3722,33.9867,-3.2384,-5.0860,-0.0501,-34.4089,1.8891,2.9668,0.0240
34.3933,33.9174,-3.3454,-5.0738,-0.0542,-34.3685,1.9515,2.9597,0.0256
34.4120,33.8539,-3.4403,-5.0627,-0.0479,-34.3314,2.0068,2.9532,0.0231
34.4318,33.7849,-3.5402,-5.0506,-0.0559,-34.2912,2.0651,2.9462,0.0261
34.4518,33.7132,-3.6409,-5.0380,-0.0583,-34.2494,2.1239,2.9388,0.0270
34.4717,33.6395,-3.7414,-5.0251,-0.0600,-34.2064,2.1825,2.9313,0.0276
34.4919,33.5629,-3.8428,-5.0116,-0.0623,-34.1617,2.2416,2.9235,0.0285
34.5118,33.4854,-3.9424,-4.9980,-0.0640,-34.1165,2.2998,2.9155,0.0291
34.5319,33.4054,-4.0424,-4.9840,-0.0662,-34.0698,2.3581,2.9073,0.0299
34.5518,33.3238,-4.1417,-4.9697,-0.0685,-34.0222,2.4160,2.8990,0.0307
34.5717,33.2402,-4.2406,-4.9550,-0.0705,-33.9735,2.4737,2.8904,0.0315
34.5919,33.1538,-4.3402,-4.9399,-0.0925,-33.9231,2.5318,2.8816,0.0403
34.6119,33.0660,-4.4390,-4.9244,-0.1169,-33.8718,2.5894,2.8726,0.0497
34.6318,32.9766,-4.5369,-4.9088,-0.1416,-33.8197,2.6465,2.8634,0.0593
34.6519,32.8844,-4.6353,-4.8926,-0.1671,-33.7659,2.7040,2.8540,0.0692
34.6718,32.7912,-4.7325,-4.8762,-0.1929,-33.7115,2.7607,2.8445,0.0792
34.6918,32.6954,-4.8301,-4.8594,-0.2193,-33.6557,2.8175,2.8347,0.0894
34.7118,32.5983,-4.9267,-4.8424,-0.2461,-33.5990,2.8739,2.8247,0.0998
34.7318,32.4984,-5.0238,-4.8249,-0.2736,-33.5407,2.9305,2.8145,0.1105
34.7522,32.3949,-5.1220,-4.8067,-0.3021,-33.4804,2.9878,2.8039,0.1215
34.7722,32.2919,-5.2175,-4.7886,-0.3304,-33.4203,3.0436,2.7934,0.1325
34.7921,32.1871,-5.3127,-4.7702,-0.3592,-33.3591,3.0991,2.7826,0.1436
34.8121,32.0798,-5.4080,-4.7514,-0.3886,-33.2965,3.1547,2.7717,0.1551
34.8322,31.9698,-5.5036,-4.7321,-0.4187,-33.2324,3.2104,2.7604,0.1667
34.8522,31.8589,-5.5980,-4.7126,-0.4491,-33.1677,3.2655,2.7490,0.1785
34.8722,31.7463,-5.6918,-4.6929,-0.4799,-33.1020,3.3202,2.7375,0.1905
34.8922,31.6313,-5.7856,-4.6727,-0.5113,-33.0349,3.3749,2.7258,0.2026
34.9122,31.5148,-5.8788,-4.6523,-0.5431,-32.9669,3.4293,2.7138,0.2150
34.9321,31.3967,-5.9712,-4.6316,-0.5753,-32.8981,3.4832,2.7017,0.2275
34.9522,31.2759,-6.0640,-4.6104,-0.6082,-32.8276,3.5373,2.6894,0.2402
34.9721,31.1545,-6.1554,-4.5891,-0.6413,-32.7568,3.5906,2.6770,0.2531
34.9921,31.0301,-6.2472,-4.5672,-0.6751,-32.6842,3.6442,2.6642,0.2662
35.0122,30.9040,-6.3386,-4.5451,-0.7094,-32.6106,3.6975,2.6513,0.2795
35.0321,30.7764,-6.4291,-4.5227,-0.7441,-32.5363,3.7503,2.6383,0.2929
35.0522,30.6464,-6.5198,-4.4999,-0.7794,-32.4604,3.8032,2.6249,0.3066
35.0721,30.5159,-6.6090,-4.4770,-0.8148,-32.3843,3.8553,2.6116,0.3204
35.0921,30.3826,-6.6984,-4.4536,-0.8509,-32.3065,3.9074,2.5980,0.3344
35.1122,30.2471,-6.7877,-4.4299,-0.8876,-32.2275,3.9595,2.5841,0.3487
35.1322,30.1106,-6.8760,-4.4059,-0.9246,-32.1478,4.0110,2.5701,0.3630
35.1522,29.9724,-6.9637,-4.3816,-0.9620,-32.0672,4.0622,2.5560,0.3775
35.1721,29.8330,-7.0507,-4.3572,-0.9997,-31.9859,4.1129,2.5417,0.3922
35.1922,29.6900,-7.1382,-4.3321,-1.0384,-31.9025,4.1640,2.5271,0.4072
35.2121,29.5472,-7.2241,-4.3070,-1.0770,-31.8192,4.2141,2.5124,0.4221
35.2321,29.4017,-7.3101,-4.2815,-1.1163,-31.7343,4.2642,2.4976,0.4374
35.2521,29.2547,-7.3955,-4.2557,-1.1560,-31.6486,4.3140,2.4825,0.4528
35.2721,29.1061,-7.4802,-4.2296,-1.1960,-31.5619,4.3635,2.4673,0.4684
35.2921,28.9560,-7.5643,-4.2033,-1.2365,-31.4744,4.4125,2.4519,0.4841
35.3122,28.8032,-7.6485,-4.1765,-1.2777,-31.3852,4.4616,2.4363,0.5000
35.3322,28.6495,-7.7317,-4.1495,-1.3191,-31.2955,4.5102,2.4206,0.5161
35.3522,28.4933,-7.8148,-4.1221,-1.3611,-31.2044,4.5586,2.4046,0.5324
35.3721,28.3370,-7.8966,-4.0947,-1.4032,-31.1133,4.6063,2.3886,0.5488
35.3922,28.1777,-7.9784,-4.0668,-1.4460,-31.0203,4.6541,2.3723,0.5654
35.4122,28.0172,-8.0596,-4.0386,-1.4892,-30.9267,4.7014,2.3558,0.5822
35.4322,27.8551,-8.1401,-4.0101,-1.5328,-30.8321,4.7484,2.3393,0.5991
35.4522,27.6919,-8.2198,-3.9815,-1.5766,-30.7369,4.7949,2.3225,0.6161
35.4721,27.5277,-8.2987,-3.9527,-1.6207,-30.6412,4.8409,2.3057,0.6332
35.4920,27.3616,-8.3772,-3.9236,-1.6653,-30.5442,4.8867,2.2887,0.6505
