t,hip_theta_deg,hip_omega_dps,hip_alpha_dps2,hip_torque_nm,knee_theta_deg,knee_omega_dps,knee_alpha_dps2,knee_torque_nm
50.8321,24.2955,-9.6222,-3.3856,-2.4853,-28.7557,5.6130,1.9749,0.9690
50.8519,24.1043,-9.6889,-3.3520,-2.5363,-28.6442,5.6519,1.9554,0.9888
50.8719,23.9095,-9.7557,-3.3179,-2.5883,-28.5305,5.6909,1.9354,1.0090
50.8919,23.7142,-9.8216,-3.2836,-2.6403,-28.4166,5.7293,1.9154,1.0292
50.9120,23.5157,-9.8874,-3.2488,-2.6932,-28.3008,5.7676,1.8951,1.0498
50.9321,23.3164,-9.9523,-3.2138,-2.7463,-28.1846,5.8055,1.8747,1.0704
50.9520,23.1175,-10.0160,-3.1789,-2.7993,-28.0685,5.8427,1.8543,1.0910
50.9721,22.9162,-10.0793,-3.1436,-2.8528,-27.9511,5.8796,1.8337,1.1118
50.9921,22.7137,-10.1419,-3.1080,-2.9067,-27.8330,5.9161,1.8130,1.1327
51.0120,22.5108,-10.2036,-3.0724,-2.9607,-27.7147,5.9521,1.7923,1.1537
51.0320,22.3069,-10.2644,-3.0367,-3.0149,-27.5957,5.9876,1.7714,1.1748
51.0520,22.1008,-10.3249,-3.0005,-3.0697,-27.4755,6.0228,1.7503,1.1961
51.0721,21.8927,-10.3848,-2.9640,-3.1251,-27.3541,6.0578,1.7290,1.2175
51.0919,21.6864,-10.4432,-2.9278,-3.1799,-27.2337,6.0918,1.7079,1.2388
51.1120,21.4762,-10.5015,-2.8909,-3.2357,-27.1111,6.1259,1.6864,1.2605
51.1319,21.2660,-10.5589,-2.8540,-3.2916,-26.9885,6.1594,1.6648,1.2822
51.1519,21.0541,-10.6156,-2.8169,-3.3478,-26.8649,6.1925,1.6432,1.3041
51.1720,20.8410,-10.6717,-2.7795,-3.4044,-26.7406,6.2251,1.6214,1.3261
51.1919,20.6276,-10.7267,-2.7420,-3.4610,-26.6161,6.2573,1.5995,1.3481
51.2121,20.4110,-10.7816,-2.7040,-3.5185,-26.4898,6.2892,1.5773,1.3704
51.2319,20.1962,-10.8349,-2.6663,-3.5755,-26.3644,6.3204,1.5554,1.3926
51.2519,19.9793,-10.8878,-2.6283,-3.6330,-26.2379,6.3512,1.5331,1.4149
51.2719,19.7611,-10.9400,-2.5900,-3.6908,-26.1107,6.3816,1.5108,1.4374
51.2922,19.5388,-10.9921,-2.5510,-3.7498,-25.9810,6.4120,1.4881,1.4603
51.3121,19.3195,-11.0425,-2.5125,-3.8079,-25.8530,6.4414,1.4656,1.4829
51.3322,19.0965,-11.0927,-2.4734,-3.8670,-25.7230,6.4707,1.4428,1.5058
51.3522,18.8745,-11.1417,-2.4344,-3.9258,-25.5934,6.4993,1.4201,1.5287
51.3722,18.6512,-11.1900,-2.3952,-3.9849,-25.4632,6.5275,1.3972,1.5517
51.3922,18.4264,-11.2376,-2.3558,-4.0444,-25.3321,6.5553,1.3742,1.5748
51.4120,18.2033,-11.2839,-2.3166,-4.1035,-25.2019,6.5823,1.3514,1.5977
51.4319,17.9786,-11.3295,-2.2772,-4.1629,-25.0709,6.6089,1.3284,1.6208
51.4519,17.7517,-11.3747,-2.2374,-4.2230,-24.9385,6.6352,1.3052,1.6442
51.4720,17.5229,-11.4192,-2.1973,-4.2835,-24.8050,6.6612,1.2817,1.6677
51.4920,17.2940,-11.4627,-2.1571,-4.3440,-24.6715,6.6866,1.2583,1.6912
51.5119,17.0655,-11.5053,-2.1170,-4.4045,-24.5382,6.7114,1.2349,1.7147
51.5321,16.8324,-11.5477,-2.0761,-4.4661,-24.4022,6.7361,1.2111,1.7387
51.5519,16.6031,-11.5884,-2.0359,-4.5267,-24.2685,6.7599,1.1876,1.7622
51.5721,16.3684,-11.6291,-1.9947,-4.5887,-24.1316,6.7837,1.1636,1.7863
51.5922,16.1345,-11.6688,-1.9537,-4.6505,-23.9951,6.8068,1.1396,1.8103
51.6122,15.9006,-11.7075,-1.9126,-4.7122,-23.8587,6.8294,1.1157,1.8343
51.6320,15.6685,-11.7449,-1.8719,-4.7735,-23.7233,6.8512,1.0919,1.8582
51.6523,15.4298,-11.7825,-1.8300,-4.8366,-23.5840,6.8731,1.0675,1.8827
51.6721,15.1967,-11.8182,-1.7891,-4.8981,-23.4481,6.8940,1.0436,1.9066
51.6922,14.9589,-11.8538,-1.7474,-4.9608,-23.3094,6.9147,1.0193,1.9310
51.7121,14.7219,-11.8882,-1.7058,-5.0233,-23.1711,6.9348,0.9951,1.9553
51.7321,14.4847,-11.9218,-1.6642,-5.0859,-23.0327,6.9544,0.9708,1.9796
51.7522,14.2439,-11.9549,-1.6219,-5.1494,-22.8923,6.9737,0.9461,2.0043
51.7723,14.0038,-11.9870,-1.5798,-5.2127,-22.7522,6.9924,0.9216,2.0289
51.7922,13.7645,-12.0181,-1.5378,-5.2758,-22.6126,7.0106,0.8971,2.0534
51.8121,13.5256,-12.0482,-1.4959,-5.3388,-22.4733,7.0281,0.8726,2.0779
51.8322,13.2823,-12.0780,-1.4532,-5.4029,-22.3313,7.0455,0.8477,2.1028
51.8522,13.0406,-12.1066,-1.4108,-5.4666,-22.1903,7.0622,0.8230,2.1276
51.8723,12.7975,-12.1345,-1.3682,-5.5306,-22.0486,7.0784,0.7981,2.1524
51.8922,12.5555,-12.1613,-1.3257,-5.5943,-21.9074,7.0941,0.7733,2.1772
51.9123,12.3112,-12.1875,-1.2828,-5.6586,-21.7649,7.1094,0.7483,2.2022
51.9321,12.0693,-12.2125,-1.2404,-5.7223,-21.6237,7.1240,0.7235,2.2270
51.9519,11.8271,-12.2367,-1.1979,-5.7861,-21.4825,7.1380,0.6988,2.2518
51.9720,11.5809,-12.2603,-1.1547,-5.8509,-21.3388,7.1518,0.6736,2.2769
51.9921,11.3345,-12.2830,-1.1115,-5.9157,-21.1951,7.1651,0.6483,2.3021
52.0120,11.0895,-12.3048,-1.0685,-5.9801,-21.0522,7.1778,0.6233,2.3272
52.0319,10.8451,-12.3255,-1.0256,-6.0444,-20.9097,7.1899,0.5983,2.3522
52.0519,10.5981,-12.3456,-0.9822,-6.1093,-20.7656,7.2016,0.5730,2.3774
52.0720,10.3499,-12.3649,-0.9387,-6.1746,-20.6208,7.2129,0.5476,2.4028
52.0919,10.1033,-12.3832,-0.8954,-6.2394,-20.4769,7.2235,0.5223,2.4280
52.1119,9.8552,-12.4007,-0.8519,-6.3046,-20.3322,7.2337,0.4969,2.4533
52.1320,9.6063,-12.4174,-0.8082,-6.3700,-20.1870,7.2435,0.4715,2.4788
52.1520,9.3576,-12.4331,-0.7646,-6.4353,-20.0420,7.2526,0.4460,2.5042
52.1719,9.1095,-12.4479,-0.7211,-6.5005,-19.8972,7.2613,0.4206,2.5295
52.1922,8.8566,-12.4621,-0.6767,-6.5669,-19.7497,7.2696,0.3947,2.5553
52.2120,8.6097,-12.4751,-0.6334,-6.6317,-19.6057,7.2771,0.3695,2.5805
52.2323,8.3574,-12.4874,-0.5891,-6.6979,-19.4585,7.2843,0.3436,2.6063
52.2522,8.1085,-12.4987,-0.5454,-6.7633,-19.3133,7.2909,0.3182,2.6317
52.2721,7.8595,-12.5092,-0.5017,-6.8286,-19.1681,7.2970,0.2927,2.6571
52.2920,7.6101,-12.5187,-0.4580,-6.8940,-19.0226,7.3026,0.2672,2.6825
52.3123,7.3561,-12.5276,-0.4134,-6.9607,-18.8744,7.3077,0.2411,2.7084
52.3322,7.1075,-12.5353,-0.3698,-7.0258,-18.7293,7.3123,0.2157,2.7338
52.3521,6.8577,-12.5423,-0.3259,-7.0913,-18.5836,7.3163,0.1901,2.7593
52.3721,6.6062,-12.5483,-0.2818,-7.1573,-18.4369,7.3199,0.1644,2.7849
52.3919,6.3578,-12.5535,-0.2382,-7.2223,-18.2921,7.3229,0.1390,2.8102
52.4119,6.1066,-12.5578,-0.1942,-7.2882,-18.1455,7.3254,0.1133,2.8358
52.4320,5.8538,-12.5613,-0.1498,-7.3544,-17.9981,7.3274,0.0874,2.8616
52.4519,5.6047,-12.5638,-0.1061,-7.4197,-17.8527,7.3289,0.0619,2.8869
52.4719,5.3533,-12.5655,-0.0620,-7.4855,-17.7061,7.3299,0.0362,2.9125
52.4920,5.1006,-12.5663,-0.0176,-7.5517,-17.5587,7.3303,0.0103,2.9383
52.5121,4.8480,-12.5662,0.0267,-7.6178,-17.4113,7.3303,-0.0156,2.9640
52.5322,4.5960,-12.5652,0.0709,-7.6838,-17.2643,7.3297,-0.0414,2.9896
52.5521,4.3448,-12.5634,0.1150,-7.7495,-17.1178,7.3286,-0.0671,3.0152
52.5721,4.0936,-12.5606,0.1590,-7.8152,-16.9713,7.3270,-0.0928,3.0408
52.5921,3.8423,-12.5570,0.2031,-7.8810,-16.8247,7.3249,-0.1185,3.0663
52.6122,3.5906,-12.5525,0.2473,-7.9468,-16.6778,7.3223,-0.1443,3.0919
52.6321,3.3407,-12.5471,0.2911,-8.0121,-16.5321,7.3192,-0.1698,3.1173
52.6522,3.0884,-12.5408,0.3354,-8.0781,-16.3849,7.3155,-0.1957,3.1430
52.6722,2.8385,-12.5337,0.3793,-8.1434,-16.2391,7.3113,-0.2212,3.1684
52.6922,2.5875,-12.5257,0.4233,-8.2090,-16.0927,7.3066,-0.2469,3.1939
52.7121,2.3379,-12.5168,0.4671,-8.2743,-15.9471,7.3015,-0.2725,3.2193
52.7322,2.0871,-12.5070,0.5111,-8.3398,-15.8008,7.2957,-0.2981,3.2448
52.7521,1.8375,-12.4964,0.5549,-8.4050,-15.6552,7.2895,-0.3237,3.2701
52.7722,1.5872,-12.4848,0.5988,-8.4703,-15.5092,7.2828,-0.3493,3.2955
52.7921,1.3389,-12.4724,0.6424,-8.5352,-15.3643,7.2756,-0.3747,3.3208
52.8121,1.0889,-12.4591,0.6862,-8.6004,-15.2185,7.2678,-0.4003,3.3462
52.8321,0.8397,-12.4449,0.7300,-8.6655,-15.0731,7.2596,-0.4258,3.3715
52.8520,0.5920,-12.4300,0.7734,-8.7301,-14.9287,7.2508,-0.4512,3.3966
52.8721,0.3430,-12.4140,0.8171,-8.7951,-14.7834,7.2415,-0.4766,3.4219
52.8921,0.0944,-12.3972,0.8607,-8.8599,-14.6384,7.2317,-0.5021,3.4471
52.9121,-0.1529,-12.3796,0.9041,-8.9244,-14.4941,7.2214,-0.5274,3.4722
52.9320,-0.3997,-12.3611,0.9474,-8.9888,-14.3502,7.2107,-0.5527,3.4972
52.9523,-0.6494,-12.3415,0.9912,-9.0539,-14.2045,7.1992,-0.5782,3.5225
52.9723,-0.8966,-12.3212,1.0346,-9.1183,-14.0603,7.1874,-0.6035,3.5476
52.9921,-1.1405,-12.3003,1.0774,-9.1819,-13.9180,7.1752,-0.6285,3.5723
53.0120,-1.3848,-12.2785,1.1203,-9.2455,-13.7755,7.1624,-0.6535,3.5971
53.0322,-1.6329,-12.2554,1.1638,-9.3102,-13.6308,7.1490,-0.6789,3.6222
53.0522,-1.8780,-12.2316,1.2068,-9.3740,-13.4878,7.1351,-0.7040,3.6471
53.0722,-2.1222,-12.2071,1.2497,-9.4376,-13.3454,7.1208,-0.7290,3.6718
53.0922,-2.3655,-12.1817,1.2923,-9.5009,-13.2035,7.1060,-0.7539,3.6964
53.1123,-2.6098,-12.1554,1.3352,-9.5645,-13.0609,7.0906,-0.7789,3.7212
53.1323,-2.8528,-12.1282,1.3779,-9.6278,-12.9192,7.0748,-0.8037,3.7458
53.1522,-3.0943,-12.1003,1.4202,-9.6906,-12.7783,7.0585,-0.8285,3.7702
53.1721,-3.3347,-12.0717,1.4624,-9.7531,-12.6381,7.0418,-0.8531,3.7946
53.1920,-3.5744,-12.0422,1.5045,-9.8155,-12.4982,7.0246,-0.8776,3.8188
53.2119,-3.8146,-12.0117,1.5466,-9.8779,-12.3582,7.0068,-0.9022,3.8431
53.2320,-4.0548,-11.9803,1.5888,-9.9404,-12.2180,6.9885,-0.9268,3.8674
53.2520,-4.2947,-11.9480,1.6309,-10.0027,-12.0781,6.9697,-0.9513,3.8917
53.2719,-4.5320,-11.9152,1.6725,-10.0644,-11.9396,6.9505,-0.9756,3.9157
53.2921,-4.7723,-11.8810,1.7146,-10.1268,-11.7995,6.9306,-1.0002,3.9399
53.3121,-5.0090,-11.8464,1.7562,-10.1883,-11.6614,6.9104,-1.0244,3.9639
53.3319,-5.2441,-11.8110,1.7974,-10.2494,-11.5243,6.8898,-1.0485,3.9876
53.3520,-5.4809,-11.7745,1.8390,-10.3109,-11.3861,6.8685,-1.0727,4.0115
53.3720,-5.7158,-11.7374,1.8802,-10.3718,-11.2491,6.8468,-1.0968,4.0353
53.3922,-5.9531,-11.6989,1.9218,-10.4334,-11.1107,6.8243,-1.1211,4.0592
53.4121,-6.1848,-11.6603,1.9625,-10.4935,-10.9755,6.8019,-1.1448,4.0826
53.4322,-6.4193,-11.6204,2.0036,-10.5544,-10.8388,6.7786,-1.1688,4.1063
53.4521,-6.6501,-11.5801,2.0441,-10.6142,-10.7041,6.7551,-1.1924,4.1296
53.4722,-6.8818,-11.5388,2.0848,-10.6743,-10.5690,6.7309,-1.2161,4.1530
53.4920,-7.1104,-11.4970,2.1249,-10.7336,-10.4356,6.7066,-1.2395,4.1760
53.5122,-7.3423,-11.4536,2.1656,-10.7937,-10.3003,6.6813,-1.2632,4.1994
53.5322,-7.5709,-11.4099,2.2057,-10.8529,-10.1670,6.6558,-1.2867,4.2225
53.5521,-7.7973,-11.3657,2.2454,-10.9116,-10.0349,6.6300,-1.3098,4.2453
53.5721,-8.0241,-11.3204,2.2852,-10.9703,-9.9026,6.6035,-1.3330,4.2682
53.5921,-8.2504,-11.2742,2.3249,-11.0289,-9.7706,6.5766,-1.3562,4.2910
53.6120,-8.4736,-11.2277,2.3641,-11.0867,-9.6404,6.5495,-1.3790,4.3134
53.6320,-8.6979,-11.1800,2.4034,-11.1448,-9.5095,6.5216,-1.4020,4.3361
53.6520,-8.9212,-11.1315,2.4426,-11.2025,-9.3793,6.4934,-1.4249,4.3585
53.6719,-9.1424,-11.0824,2.4814,-11.2598,-9.2503,6.4648,-1.4475,4.3808
53.6919,-9.3631,-11.0325,2.5201,-11.3168,-9.1215,6.4356,-1.4701,4.4030
53.7120,-9.5842,-10.9815,2.5589,-11.3740,-8.9925,6.4059,-1.4927,4.4253
53.7319,-9.8026,-10.9301,2.5973,-11.4305,-8.8652,6.3759,-1.5151,4.4472
53.7520,-10.0214,-10.8776,2.6357,-11.4870,-8.7375,6.3453,-1.5375,4.4693
53.7719,-10.2378,-10.8247,2.6736,-11.5429,-8.6113,6.3144,-1.5596,4.4910
53.7919,-10.4541,-10.7707,2.7116,-11.5988,-8.4851,6.2829,-1.5818,4.5128
53.8122,-10.6716,-10.7155,2.7497,-11.6550,-8.3582,6.2507,-1.6040,4.5346
53.8322,-10.8851,-10.6602,2.7872,-11.7101,-8.2337,6.2184,-1.6259,4.5561
53.8522,-11.0977,-10.6040,2.8245,-11.7650,-8.1097,6.1857,-1.6476,4.5774
53.8723,-11.3103,-10.5469,2.8618,-11.8198,-7.9857,6.1524,-1.6694,4.5988
53.8923,-11.5207,-10.4893,2.8987,-11.8741,-7.8629,6.1187,-1.6909,4.6199
53.9121,-11.7279,-10.4315,2.9351,-11.9276,-7.7420,6.0850,-1.7121,4.6407
53.9319,-11.9344,-10.3729,2.9713,-11.9808,-7.6216,6.0508,-1.7333,4.6614
53.9520,-12.1425,-10.3127,3.0078,-12.0344,-7.5002,6.0157,-1.7546,4.6823
53.9721,-12.3484,-10.2521,3.0439,-12.0875,-7.3801,5.9804,-1.7756,4.7030
53.9922,-12.5538,-10.1906,3.0800,-12.1404,-7.2603,5.9445,-1.7967,4.7236
54.0122,-12.7577,-10.1284,3.1158,-12.1929,-7.1413,5.9082,-1.8175,4.7440
54.0321,-12.9586,-10.0661,3.1510,-12.2447,-7.0241,5.8719,-1.8381,4.7642
54.0521,-13.1586,-10.0029,3.1861,-12.2961,-6.9075,5.8350,-1.8586,4.7842
54.0721,-13.3588,-9.9386,3.2212,-12.3476,-6.7907,5.7975,-1.8790,4.8043
54.0922,-13.5580,-9.8735,3.2562,-12.3989,-6.6745,5.7595,-1.8994,4.8242
54.1122,-13.7547,-9.8080,3.2907,-12.4495,-6.5598,5.7214,-1.9196,4.8439
54.1321,-13.9491,-9.7423,3.3248,-12.4994,-6.4464,5.6830,-1.9395,4.8634
54.1521,-14.1434,-9.6754,3.3589,-12.5494,-6.3330,5.6440,-1.9594,4.8828
54.1721,-14.3360,-9.6079,3.3927,-12.5989,-6.2206,5.6046,-1.9791,4.9021
54.1923,-14.5296,-9.5390,3.4267,-12.6486,-6.1078,5.5644,-1.9989,4.9214
54.2122,-14.7181,-9.4707,3.4597,-12.6970,-5.9978,5.5246,-2.0182,4.9403
54.2322,-14.9071,-9.4011,3.4929,-12.7455,-5.8875,5.4840,-2.0375,4.9592
54.2523,-15.0950,-9.3307,3.5259,-12.7937,-5.7779,5.4429,-2.0568,4.9779
54.2723,-15.2809,-9.2598,3.5585,-12.8414,-5.6695,5.4016,-2.0758,4.9965
54.2921,-15.4635,-9.1891,3.5905,-12.8882,-5.5630,5.3603,-2.0945,5.0147
54.3122,-15.6476,-9.1165,3.6228,-12.9354,-5.4556,5.3180,-2.1133,5.0331
54.3322,-15.8299,-9.0435,3.6548,-12.9821,-5.3492,5.2754,-2.1320,5.0513
54.3521,-16.0089,-8.9705,3.6862,-13.0279,-5.2448,5.2328,-2.1503,5.0691
54.3720,-16.1868,-8.8968,3.7174,-13.0735,-5.1411,5.1898,-2.1685,5.0869
54.3919,-16.3628,-8.8227,3.7483,-13.1185,-5.0384,5.1465,-2.1865,5.1044
54.4119,-16.5387,-8.7473,3.7792,-13.1635,-4.9357,5.1026,-2.2045,5.1219
54.4319,-16.7125,-8.6716,3.8097,-13.2079,-4.8344,5.0584,-2.2223,5.1392
54.4519,-16.8857,-8.5948,3.8401,-13.2522,-4.7333,5.0137,-2.2400,5.1565
54.4720,-17.0575,-8.5174,3.8702,-13.2961,-4.6331,4.9685,-2.2576,5.1736
54.4920,-17.2271,-8.4397,3.9000,-13.3394,-4.5342,4.9232,-2.2750,5.1905
54.5120,-17.3952,-8.3614,3.9294,-13.3823,-4.4362,4.8775,-2.2922,5.2072
54.5321,-17.5618,-8.2824,3.9587,-13.4249,-4.3389,4.8314,-2.3092,5.2237
54.5522,-17.7281,-8.2023,3.9879,-13.4673,-4.2420,4.7847,-2.3262,5.2403
54.5723,-17.8917,-8.1220,4.0166,-13.5090,-4.1465,4.7378,-2.3430,5.2565
54.5923,-18.0535,-8.0414,4.0450,-13.5502,-4.0522,4.6908,-2.3596,5.2726
54.6122,-18.2124,-7.9607,4.0728,-13.5907,-3.9594,4.6438,-2.3758,5.2883
54.6321,-18.3707,-7.8790,4.1006,-13.6310,-3.8671,4.5961,-2.3920,5.3040
54.6523,-18.5285,-7.7962,4.1283,-13.6712,-3.7750,4.5478,-2.4082,5.3197
54.6723,-18.6836,-7.7134,4.1555,-13.7106,-3.6845,4.4995,-2.4241,5.3351
54.6920,-18.8354,-7.6309,4.1821,-13.7492,-3.5960,4.4514,-2.4396,5.3501
54.7121,-18.9872,-7.5470,4.2088,-13.7878,-3.5075,4.4024,-2.4551,5.3651
54.7321,-19.1375,-7.4624,4.2352,-13.8259,-3.4198,4.3531,-2.4705,5.3800
54.7522,-19.2867,-7.3770,4.2613,-13.8638,-3.3328,4.3033,-2.4858,5.3947
54.7719,-19.4315,-7.2926,4.2867,-13.9005,-3.2483,4.2540,-2.5006,5.4091
54.7920,-19.5769,-7.2064,4.3122,-13.9374,-3.1635,4.2037,-2.5155,5.4234
54.8122,-19.7220,-7.1188,4.3377,-13.9741,-3.0789,4.1526,-2.5303,5.4377
54.8321,-19.8622,-7.0325,4.3623,-14.0097,-2.9970,4.1023,-2.5447,5.4516
54.8521,-20.0026,-6.9447,4.3869,-14.0452,-2.9152,4.0511,-2.5590,5.4654
54.8723,-20.1414,-6.8562,4.4113,-14.0803,-2.8342,3.9994,-2.5733,5.4791
54.8922,-20.2772,-6.7680,4.4351,-14.1146,-2.7550,3.9480,-2.5872,5.4925
54.9122,-20.4119,-6.6789,4.4588,-14.1486,-2.6764,3.8960,-2.6009,5.5057
54.9321,-20.5435,-6.5903,4.4818,-14.1818,-2.5996,3.8443,-2.6144,5.5187
54.9521,-20.6749,-6.5001,4.5049,-14.2150,-2.5230,3.7917,-2.6279,5.5316
54.9723,-20.8048,-6.4092,4.5277,-14.2477,-2.4472,3.7387,-2.6412,5.5444
54.9922,-20.9319,-6.3185,4.5500,-14.2797,-2.3731,3.6858,-2.6542,5.5569
55.0122,-21.0568,-6.2277,4.5719,-14.3112,-2.3002,3.6328,-2.6670,5.5691
55.0321,-21.1801,-6.1363,4.5936,-14.3422,-2.2283,3.5795,-2.6796,5.5812
55.0521,-21.3022,-6.0440,4.6150,-14.3728,-2.1571,3.5257,-2.6921,5.5932
55.0722,-21.4223,-5.9514,4.6360,-14.4030,-2.0870,3.4716,-2.7044,5.6049
55.0920,-21.5394,-5.8592,4.6566,-14.4324,-2.0187,3.4179,-2.7163,5.6164
55.1120,-21.6557,-5.7659,4.6770,-14.4615,-1.9509,3.3634,-2.7282,5.6277
55.1321,-21.7705,-5.6717,4.6971,-14.4903,-1.8839,3.3085,-2.7400,5.6389
55.1521,-21.8833,-5.5773,4.7169,-14.5185,-1.8181,3.2534,-2.7515,5.6499
55.1720,-21.9933,-5.4833,4.7362,-14.5459,-1.7539,3.1986,-2.7628,5.6607
55.1921,-22.1022,-5.3883,4.7553,-14.5731,-1.6904,3.1432,-2.7739,5.6713
55.2122,-22.2100,-5.2921,4.7743,-14.6000,-1.6275,3.0871,-2.7850,5.6818
55.2321,-22.3140,-5.1972,4.7925,-14.6259,-1.5668,3.0317,-2.7956,5.6919
55.2519,-22.4162,-5.1020,4.8104,-14.6513,-1.5072,2.9761,-2.8061,5.7018
55.2720,-22.5177,-5.0051,4.8283,-14.6766,-1.4480,2.9196,-2.8165,5.7116
55.2920,-22.6170,-4.9082,4.8457,-14.7012,-1.3901,2.8631,-2.8266,5.7212
55.3121,-22.7143,-4.8111,4.8627,-14.7253,-1.3334,2.8065,-2.8366,5.7306
55.3320,-22.8095,-4.7137,4.8794,-14.7489,-1.2778,2.7497,-2.8463,5.7398
55.3522,-22.9035,-4.6152,4.8959,-14.7721,-1.2230,2.6922,-2.8560,5.7489
55.3723,-22.9951,-4.5168,4.9120,-14.7947,-1.1695,2.6348,-2.8653,5.7577
55.3921,-23.0837,-4.4192,4.9276,-14.8166,-1.1178,2.5779,-2.8744,5.7663
55.4120,-23.1707,-4.3210,4.9428,-14.8379,-1.0671,2.5206,-2.8833,5.7746
55.4321,-23.2565,-4.2215,4.9579,-14.8590,-1.0170,2.4626,-2.8921,5.7828
55.4522,-23.3404,-4.1217,4.9726,-14.8796,-0.9681,2.4043,-2.9007,5.7909
55.4722,-23.4220,-4.0219,4.9869,-14.8996,-0.9205,2.3461,-2.9090,5.7987
55.4923,-23.5017,-3.9217,5.0009,-14.9190,-0.8740,2.2876,-2.9172,5.8063
55.5121,-23.5784,-3.8225,5.0144,-14.9377,-0.8293,2.2298,-2.9250,5.8136
55.5321,-23.6537,-3.7222,5.0276,-14.9560,-0.7853,2.1713,-2.9327,5.8207
55.5522,-23.7275,-3.6211,5.0405,-14.9739,-0.7423,2.1123,-2.9403,5.8277
55.5721,-23.7986,-3.5206,5.0530,-14.9912,-0.7008,2.0537,-2.9476,5.8345
55.5922,-23.8685,-3.4187,5.0652,-15.0080,-0.6601,1.9943,-2.9547,5.8411
55.6122,-23.9357,-3.3175,5.0770,-15.0242,-0.6209,1.9352,-2.9616,5.8474
55.6320,-24.0005,-3.2167,5.0884,-15.0398,-0.5830,1.8764,-2.9682,5.8535
55.6520,-24.0638,-3.1148,5.0995,-15.0549,-0.5461,1.8170,-2.9747,5.8594
55.6721,-24.1254,-3.0122,5.1103,-15.0696,-0.5102,1.7571,-2.9810,5.8652
55.6920,-24.1843,-2.9104,5.1207,-15.0836,-0.4758,1.6977,-2.9871,5.8706
55.7121,-24.2416,-2.8077,5.1307,-15.0972,-0.4424,1.6379,-2.9929,5.8759
55.7323,-24.2974,-2.7037,5.1405,-15.1103,-0.4099,1.5772,-2.9986,5.8811
55.7521,-24.3499,-2.6018,5.1497,-15.1227,-0.3792,1.5177,-3.0040,5.8859
55.7723,-24.4013,-2.4980,5.1587,-15.1347,-0.3492,1.4572,-3.0093,5.8906
55.7923,-24.4502,-2.3947,5.1673,-15.1460,-0.3207,1.3969,-3.0143,5.8951
55.8121,-24.4966,-2.2923,5.1755,-15.1568,-0.2936,1.3372,-3.0190,5.8993
55.8322,-24.5417,-2.1882,5.1834,-15.1671,-0.2674,1.2764,-3.0236,5.9033
55.8522,-24.5846,-2.0840,5.1909,-15.1769,-0.2423,1.2157,-3.0280,5.9072
55.8722,-24.6252,-1.9802,5.1980,-15.1861,-0.2186,1.1551,-3.0322,5.9108
55.8920,-24.6634,-1.8772,5.2047,-15.1946,-0.1964,1.0950,-3.0361,5.9142
55.9119,-24.6997,-1.7736,5.2111,-15.2027,-0.1752,1.0346,-3.0398,5.9173
55.9321,-24.7344,-1.6685,5.2172,-15.2103,-0.1549,0.9733,-3.0434,5.9203
55.9522,-24.7668,-1.5637,5.2229,-15.2173,-0.1360,0.9122,-3.0467,5.9231
55.9719,-24.7967,-1.4606,5.2281,-15.2237,-0.1186,0.8520,-3.0497,5.9256
55.9919,-24.8249,-1.3558,5.2331,-15.2296,-0.1022,0.7909,-3.0526,5.9279
56.0120,-24.8511,-1.2506,5.2377,-15.2350,-0.0869,0.7295,-3.0553,5.9301
56.0319,-24.8748,-1.1466,5.2418,-15.2398,-0.0730,0.6689,-3.0577,5.9320
56.0521,-24.8970,-1.0403,5.2457,-15.2441,-0.0601,0.6068,-3.0600,5.9337
56.0722,-24.9168,-0.9352,5.2492,-15.2478,-0.0485,0.5455,-3.0620,5.9352
56.0921,-24.9344,-0.8306,5.2523,-15.2510,-0.0383,0.4845,-3.0638,5.9364
56.1122,-24.9500,-0.7249,5.2550,-15.2536,-0.0291,0.4229,-3.0654,5.9375
56.1321,-24.9634,-0.6204,5.2574,-15.2556,-0.0213,0.3619,-3.0668,5.9383
56.1522,-24.9748,-0.5149,5.2594,-15.2571,-0.0147,0.3003,-3.0680,5.9389
56.1722,-24.9841,-0.4095,5.2610,-15.2581,-0.0093,0.2389,-3.0689,5.9393
56.1923,-24.9912,-0.3035,5.2623,-15.2585,-0.0051,0.1771,-3.0696,5.9395
56.2121,-24.9962,-0.1994,5.2631,-15.2583,-0.0022,0.1163,-3.0702,5.9395
56.2321,-24.9992,-0.0940,5.2636,-15.2576,-0.0005,0.0548,-3.0705,5.9393
56.2521,-25.0000,0.0110,5.2638,-15.2564,-0.0000,-0.0064,-3.0705,5.9388
56.2721,-24.9987,0.1163,5.2636,-15.2546,-0.0007,-0.0678,-3.0704,5.9381
56.2920,-24.9954,0.2212,5.2630,-15.2522,-0.0027,-0.1291,-3.0701,5.9373
56.3121,-24.9899,0.3267,5.2620,-15.2493,-0.0059,-0.1906,-3.0695,5.9362
56.3321,-24.9822,0.4323,5.2607,-15.2458,-0.0104,-0.2522,-3.0687,5.9349
56.3520,-24.9726,0.5367,5.2590,-15.2419,-0.0160,-0.3131,-3.0677,5.9333
56.3719,-24.9609,0.6414,5.2569,-15.2373,-0.0228,-0.3742,-3.0665,5.9316
56.3919,-24.9470,0.7463,5.2545,-15.2323,-0.0309,-0.4353,-3.0651,5.9297
56.4119,-24.9310,0.8516,5.2517,-15.2266,-0.0402,-0.4968,-3.0635,5.9275
